gene_id	conf	product
SO_0107	0.78	fdhD - formate dehydrogenase assembly/maturation protein FdhD
SO_2912	0.76	pflB - pyruvate formate-lyase PflB
SO_1329	0.72	cyaC - adenylate cyclase CyaC
SO_3370	0.69	yceI - UPF0312 family alkali-inducible periplasmic protein YceI
SO_0104	0.68	fdhE - nitrate-inducible formate dehydrogenase chaperone FdhE
SO_1776	0.63	mtrB - extracellular iron oxide respiratory system outer membrane component MtrB
SO_0768	0.43	argR - NAD dependent epimerase/dehydratase family protein
SO_2274	0.36	ndk - nucleoside diphosphate kinase Ndk
SO_2491	0.33	pykA - pyruvate kinase II PykA
SO_0157	0.31	proton:glutamate symporter DAACS family
SO_4667	0.31	yihA - 50S ribosome assembly GTPase YihA
SO_1925	0.30	gltA - RND superfamily efflux pump MFP component
SO_0598	0.29	yjeF - hydroxyethylthiazole kinase-related protein YjeF
SO_0613	0.29	pabA - para-aminobenzoate synthase glutamine amidotransferase subunit PabA
SO_3306	0.28	der - two component signal transduction system hybrid histidine kinase
SO_3562	0.28	proton/sodium:glutamate symporter DAACS family
SO_1809	0.28	pspC - phage shock protein C PspC
SO_1209	0.27	pnpA - polyribonucleotide nucleotidyltransferase PnpA
SO_3714	0.27	nfnB - ABC-type monosaccharide transport system substrate binding component
SO_1074	0.27	tyrosine transporter TyrP-like protein
SO_0072	0.27	transcriptional repressor of ABC-type efflux system GntR family
SO_1315	0.26	tyrS - tyrosyl-tRNA synthetase TyrS
SO_3484	0.26	emrD3 - HAE1 family efflux pump permease component
SO_3564	0.26	dcp - dipeptidyl carboxypeptidase Dcp
SO_4388	0.26	unknown - two component signal transduction system response regulator
SO_0897	0.26	dbpA - ATP-dependent RNA helicase DbpA
SO_4021	0.25	mdtL - chloramphenicol resistance protein MdtL
SO_2286	0.25	sulfate transporter SulP family
SO_3225	0.25	fliI - flagellar protein export ATPase FliI
SO_0548	0.25	histone-like DNA-binding protein
SO_0614	0.25	peptidase S9 family
SO_3613	0.25	purT - phosphoribosylglycinamide formyltransferase 2 PurT
SO_0858	0.25	glyP - Na(+)-linked D-alanine glycine transporter GlyP
SO_2755	0.25	rnt - ribonuclease T Rnt
SO_1923	0.24	RND superfamily efflux pump permease component 1
SO_3082	0.24	sixA - phosphohistidine phosphatase SixA
SO_0959	0.24	periplasmic leucyl metal-dependent aminopeptidase
SO_2644	0.24	ppsA - phosphoenolpyruvate synthase PpsA
SO_3865	0.24	modC - ABC-type molybdate uptake system ATPase component ModC
SO_0591	0.24	rsgA - 30S ribosome assembly GTPase RsgA
