GO_0098533,GO_0016020,True
GO_0032391,GO_0016020,True
GO_0032175,GO_0016020,True
GO_0061822,GO_0016020,True
GO_0098568,GO_0016020,True
GO_0019627,GO_0044281,True
GO_0045979,GO_0044281,True
GO_0051911,GO_0016491,True
GO_0033789,GO_0016491,True
GO_0006062,GO_0044281,True
GO_0070617,GO_0044281,True
GO_0000721,GO_0016616,True
GO_0000815,GO_0016020,True
GO_0031901,GO_0016020,True
GO_0047049,GO_0016616,True
GO_0106121,GO_0044281,True
GO_0016028,GO_0016020,True
GO_0019325,GO_0044281,True
GO_1901358,GO_0044281,True
GO_0070275,GO_0044281,True
GO_0098541,GO_0016020,True
GO_0052597,GO_0016491,True
GO_0004733,GO_0016491,True
GO_0036195,GO_0016020,True
GO_0045269,GO_0016020,True
GO_0050605,GO_0016491,True
GO_0030645,GO_0044281,True
GO_0120327,GO_0016020,True
GO_0047046,GO_0016616,True
GO_0046294,GO_0042221,True
GO_0016728,GO_0016491,True
GO_0043883,GO_0016491,True
GO_0033245,GO_0044281,True
GO_0070049,GO_0016020,True
GO_0034752,GO_0005829,True
GO_0016531,GO_0046872,True
GO_0031335,GO_0044281,True
GO_1902930,GO_0044281,True
GO_0019242,GO_0044281,True
GO_0110067,GO_0016020,True
GO_1901511,GO_0044281,True
GO_0019360,GO_0044281,True
GO_0018464,GO_0016616,True
GO_0044799,GO_0016020,True
GO_0150047,GO_0016020,True
GO_0008912,GO_0016616,True
GO_1902090,GO_0044281,True
GO_1902688,GO_0044281,True
GO_0033573,GO_0016020,True
GO_0010565,GO_0044281,True
GO_0019659,GO_0044281,True
GO_0099581,GO_0016020,True
GO_1902324,GO_0044281,True
GO_0050781,GO_0016491,True
GO_1900371,GO_0044281,True
GO_1902551,GO_0016491,True
GO_0070032,GO_0016020,True
GO_0019650,GO_0016616,True
GO_0042765,GO_0016020,True
GO_0036064,GO_0016020,True
GO_0099567,GO_0005829,True
GO_0009235,GO_0044281,True
GO_0019331,GO_0044281,True
GO_0044835,GO_0016491,True
GO_0047047,GO_0016616,True
GO_0052620,GO_0016491,True
GO_0031603,GO_0005829,True
GO_0045283,GO_0016020,True
GO_0018703,GO_0016491,True
GO_0099582,GO_0016020,True
GO_0070858,GO_0044281,True
GO_0031147,GO_0044281,True
GO_0070685,GO_0016020,True
GO_1990905,GO_0016020,True
GO_0099521,GO_0016020,True
GO_1990075,GO_0016020,True
GO_1990061,GO_0005829,True
GO_0046296,GO_0044281,True
GO_0042584,GO_0016020,True
GO_0030093,GO_0016020,True
GO_0019317,GO_0044281,True
GO_2001250,GO_0044281,True
GO_0012507,GO_0016020,True
GO_0034986,GO_0046872,True
GO_0050572,GO_0016616,True
GO_0033121,GO_0044281,True
GO_0050162,GO_0016491,True
GO_0051550,GO_0044281,True
